id,capitolo_ministeriale,numero_quiz_ministeriale,numero_domanda_ministeriale,id_paragrafo,numero_quiz,numero_domanda,testo_domanda_it,risposta_domanda,figura,parte,testo_domanda_fr,testo_domanda_de,audio_it,audio_fr,audio_de
3016,8,32,3,12,8.11,4,"Il segnale raffigurato, abbinato ad una freccia, indica la direzione per un casello autostradale",V,200,,"Le panneau représenté intégré avec une flèche, signale la direction vers un péage de l'autoroute","Das abgebildete Verkehrszeichen zeigt zusammen mit einem Pfeil die Richtung an, um zu einer Autobahnmautstelle zu gelangen",it_IT_01295_13223.mp3,fr_FR_01295_13223.mp3,de_DE_01295_13223.mp3
3017,8,32,5,12,8.11,5,Il segnale raffigurato si trova al confine con l’Austria,F,200,,Le panneau représenté se trouve à la frontière avec l'Autriche,Das abgebildete Verkehrszeichen steht an der Grenze zu Österreich,it_IT_01295_13225.mp3,fr_FR_01295_13225.mp3,de_DE_01295_13225.mp3
3018,8,32,6,12,8.11,6,Il segnale raffigurato indica il numero del cavalcavia,F,200,,Le panneau représenté signale le numéro du passage surélevé,Das abgebildete Verkehrszeichen zeigt die Nummer der Überführung an,it_IT_01295_13226.mp3,fr_FR_01295_13226.mp3,de_DE_01295_13226.mp3
3019,8,32,7,12,8.11,7,Il segnale raffigurato indica la distanza di sicurezza da mantenere dal veicolo che sta davanti,F,200,,Le panneau représenté signale la distance de sécurité qu'il faut maintenir avec le véhicule qui nous précède,"Das abgebildete Verkehrszeichen zeigt den Sicherheitsabstand an, der zum vorausfahrenden Fahrzeug einzuhalten ist",it_IT_01295_13227.mp3,fr_FR_01295_13227.mp3,de_DE_01295_13227.mp3
3020,8,32,8,12,8.11,8,Il segnale raffigurato indica un centro di assistenza a 25 chilometri,F,200,,Le panneau représenté signale un centre d'assistance à 25 kilomètres,Das abgebildete Verkehrszeichen zeigt einen Pannendienst nach 25 Kilometern an,it_IT_01295_13228.mp3,fr_FR_01295_13228.mp3,de_DE_01295_13228.mp3
3021,8,32,9,12,8.11,9,Il segnale raffigurato indica che il prossimo svincolo autostradale si trova a 25 chilometri,F,200,,Le panneau représenté signale que le prochain raccord d'autoroute se trouve à 25 kilomètres,Das abgebildete Verkehrszeichen weist auf die nächste Autobahnabzweigung nach 25 Kilometern hin,it_IT_01295_13229.mp3,fr_FR_01295_13229.mp3,de_DE_01295_13229.mp3
3022,8,32,10,12,8.11,10,Il segnale raffigurato indica il limite minimo di velocità che si consiglia di non superare,F,200,,Le panneau représenté signale la limitation de vitesse qu'il vaudrait mieux ne pas depasser,"Das abgebildete Verkehrszeichen zeigt die Mindestgeschwindigkeit an, deren Überschreitung nicht empfohlen ist",it_IT_01295_13230.mp3,fr_FR_01295_13230.mp3,de_DE_01295_13230.mp3
3023,8,3,3,12,8.12,1,Il segnale raffigurato indica che la strada su cui viaggiamo è una strada statale,V,201,,Le panneau représenté signale que la route sur laquelle on roule est une route nationale,"Das abgebildete Verkehrszeichen weist darauf hin, dass die Straße, auf welcher wir fahren, eine Staatsstraße ist",it_IT_01266_12929.mp3,fr_FR_01266_12929.mp3,de_DE_01266_12929.mp3
3024,8,3,4,12,8.12,2,Il segnale raffigurato indica che stiamo percorrendo la strada statale n. 2,V,201,,Le panneau représenté signale que la route que nous parcourons est la nationale n.2,"Das abgebildete Verkehrszeichen weist darauf hin, dass wir auf der Staatsstraße Nr. 2 fahren",it_IT_01266_12930.mp3,fr_FR_01266_12930.mp3,de_DE_01266_12930.mp3
3025,8,3,1,12,8.12,3,Il segnale raffigurato indica il tipo ed il numero di strada percorsa,V,201,,Le panneau représenté signale le type et le numéro de route qu'on  parcourt,Das abgebildete Verkehrszeichen zeigt die Art und die Nummer der befahrenen Straße an,it_IT_01266_12927.mp3,fr_FR_01266_12927.mp3,de_DE_01266_12927.mp3
3026,8,3,2,12,8.12,4,Il segnale raffigurato si può trovare all’interno di un segnale di direzione o di bivio stradale,V,201,,Le panneau représenté peut être intégré à l'intérieur d'un panneau directionnel  ou une bifurcation routière,Das abgebildete Verkehrszeichen kann in einem Zeichen zur Ankündigung einer Abzweigung vorkommen,it_IT_01266_12928.mp3,fr_FR_01266_12928.mp3,de_DE_01266_12928.mp3
3027,8,3,5,12,8.12,5,Il segnale raffigurato indica il numero di piazzole di sosta,F,201,,Le panneau représenté indique le nombre d'aire de stationnement,Das abgebildete Verkehrszeichen zeigt die Anzahl der Parkbuchten an,it_IT_01266_12931.mp3,fr_FR_01266_12931.mp3,de_DE_01266_12931.mp3
3028,8,3,6,12,8.12,6,Il segnale raffigurato indica una strada sdrucciolevole per 2 chilometri,F,201,,Le panneau représenté signale une route glissante sur 2 kilomètres,"Das abgebildete Verkehrszeichen zeigt an, dass die Straße 2 Kilometer lang rutschig ist",it_IT_01266_12932.mp3,fr_FR_01266_12932.mp3,de_DE_01266_12932.mp3
3029,8,3,7,12,8.12,7,Il segnale raffigurato indica una strada stretta per 2 chilometri,F,201,,Le panneau représenté signale une route rétrécie sur 2 kilomètres,"Das abgebildete Verkehrszeichen zeigt an, dass die Straße 2 Kilometer lang eng ist",it_IT_01266_12933.mp3,fr_FR_01266_12933.mp3,de_DE_01266_12933.mp3
3030,8,3,8,12,8.12,8,Il segnale raffigurato indica una strada senza uscita a 2 chilometri,F,201,,Le panneau représenté signale une route sans issue dans 2 kilomètres,Das abgebildete Verkehrszeichen zeigt auf 2 Kilometer eine Sackgasse an,it_IT_01266_12934.mp3,fr_FR_01266_12934.mp3,de_DE_01266_12934.mp3
3031,8,3,9,12,8.12,9,Il segnale raffigurato indica una strada senza segnaletica per 2 chilometri,F,201,,Le panneau représenté signale une route sans panneaux sur 2 kilomètres,"Das abgebildete Verkehrszeichen zeigt eine Straße an, auf der 2 Kilometer lang keine Verkehrszeichen vorhanden sind",it_IT_01266_12935.mp3,fr_FR_01266_12935.mp3,de_DE_01266_12935.mp3
3032,8,3,10,12,8.12,10,Il segnale raffigurato indica una strada sterrata,F,201,,Le panneau représenté signale une route non goudronnée,Das abgebildete Verkehrszeichen zeigt eine nicht asphaltierte Straße an,it_IT_01266_12936.mp3,fr_FR_01266_12936.mp3,de_DE_01266_12936.mp3
3033,8,4,3,12,8.13,1,Il segnale raffigurato identifica una strada comunale,V,203,,Le panneau représenté identifie une route communale,Das abgebildete Verkehrszeichen zeigt eine Gemeindestraße an,it_IT_01267_12939.mp3,fr_FR_01267_12939.mp3,de_DE_01267_12939.mp3
3034,8,4,1,12,8.13,2,Il segnale raffigurato si può trovare all'inizio di una strada comunale,V,203,,Le panneau représenté peut être placé au début d'une route communale,Das abgebildete Verkehrszeichen kann man am Anfang einer Gemeindestraße vorfinden,it_IT_01267_12937.mp3,fr_FR_01267_12937.mp3,de_DE_01267_12937.mp3
3035,8,4,4,12,8.13,3,Il segnale raffigurato si può trovare lungo la strada comunale n. 19,V,203,,Le panneau représenté peu être placé le long de la route communale n. 19,Das abgebildete Verkehrszeichen kann man entlang der Gemeindestraße Nr. 19 vorfinden,it_IT_01267_12940.mp3,fr_FR_01267_12940.mp3,de_DE_01267_12940.mp3
3036,8,4,2,12,8.13,4,Il segnale raffigurato si può trovare a completamento dei segnali di direzione,V,203,,Le panneau représenté peut être une intégration à un panneau directionnel,Das abgebildete Verkehrszeichen kann man zur Ergänzung von Richtungszeichen vorfinden,it_IT_01267_12938.mp3,fr_FR_01267_12938.mp3,de_DE_01267_12938.mp3
3037,8,4,5,12,8.13,5,Il segnale raffigurato si trova a diciannove chilometri dalla Stazione dei Carabinieri,F,203,,Le panneau représenté se trouve à 19 kilomètres d'une caserne de la Gendarmerie,Das abgebildete Verkehrszeichen steht neunzehn Kilometer vor der Carabinieridienststelle,it_IT_01267_12941.mp3,fr_FR_01267_12941.mp3,de_DE_01267_12941.mp3
3038,8,4,6,12,8.13,6,Il segnale raffigurato si trova all'inizio di una strada di campagna,F,203,,Le panneau représenté peut être placé au début d'une route de campagne,Das abgebildete Verkehrszeichen steht am Anfang eines Feldweges,it_IT_01267_12942.mp3,fr_FR_01267_12942.mp3,de_DE_01267_12942.mp3
3039,8,4,7,12,8.13,7,Il segnale raffigurato si trova dove la strada è percorribile solo con catene da neve,F,203,,Le panneau représenté se trouve sur une route où l'on peut rouler uniquement avec des chaînes  à neige,"Das abgebildete Verkehrszeichen steht dort, wo die Straße nur mit Schneeketten befahrbar ist",it_IT_01267_12943.mp3,fr_FR_01267_12943.mp3,de_DE_01267_12943.mp3
3040,8,4,8,12,8.13,8,Il segnale raffigurato si trova su strade dove la sosta è consentita dopo le ore 19.00,F,203,,Le panneau représenté est placé sur une route où le stationnement est autorisé après 19.00 h,"Das abgebildete Verkehrszeichen steht an Straßen, wo das Parken nach 19.00 Uhr erlaubt ist",it_IT_01267_12944.mp3,fr_FR_01267_12944.mp3,de_DE_01267_12944.mp3
3041,8,4,9,12,8.13,9,"Il segnale raffigurato indica, su strada urbana, il numero del cavalcavia",F,203,,"Le panneau représenté signale, sur une route d'agglomération, le numéro du passage surélevé",Das abgebildete Verkehrszeichen zeigt an einer Ortsstraße die Nummer der Überführung an,it_IT_01267_12945.mp3,fr_FR_01267_12945.mp3,de_DE_01267_12945.mp3
3042,8,9,6,12,8.14,1,Il segnale raffigurato fa parte dei segnali di indicazione,V,206,,Le panneau représenté fait partie des panneaux de signalisation,Das abgebildete Verkehrszeichen gehört zu den Hinweisschildern,it_IT_01272_12988.mp3,fr_FR_01272_12988.mp3,de_DE_01272_12988.mp3
3043,8,9,2,12,8.14,2,Il segnale raffigurato è posto lungo un'autostrada,V,206,,Le panneau représenté se trouve sur une autoroute,Das abgebildete Verkehrszeichen steht entlang einer Autobahn,it_IT_01272_12984.mp3,fr_FR_01272_12984.mp3,de_DE_01272_12984.mp3
3044,8,9,1,12,8.14,3,Il segnale raffigurato indica la distanza dallo svincolo d’uscita per la località indicata,V,206,,Le panneau représenté signale la distance de la sortie vers la localité indiquée,Das abgebildete Verkehrszeichen zeigt die Entfernung von der Ausfahrt bis zur angegebenen Ortschaft an,it_IT_01272_12983.mp3,fr_FR_01272_12983.mp3,de_DE_01272_12983.mp3
3045,8,9,3,12,8.14,4,Il segnale raffigurato indica a sinistra la distanza progressiva e a destra quella dal casello d’uscita per Piacenza,V,206,,Le panneau représenté signale sur la gauche la distance progressive et sur la droite celle de la sortie pour la ville de Piacenza,Das abgebildete Verkehrszeichen zeigt links die Entfernung vom Ausgangspunkt und rechts die Entfernung zur Ausfahrt nach Piacenza an,it_IT_01272_12985.mp3,fr_FR_01272_12985.mp3,de_DE_01272_12985.mp3
3046,8,9,4,12,8.14,5,Il segnale raffigurato nella parte sinistra indica la distanza progressiva dal luogo di origine dell'autostrada,V,206,,Le panneau représenté sur le côté  gauche signale la distance progressive du lieu d'origine de l'autoroute,Das auf der linken Seite abgebildete Verkehrszeichen zeigt die Entfernung vom Ausgangspunkt der Autobahn an,it_IT_01272_12986.mp3,fr_FR_01272_12986.mp3,de_DE_01272_12986.mp3
3047,8,9,5,12,8.14,6,Il segnale raffigurato indica che mancano 4 chilometri dal casello d’uscita per Piacenza,V,206,,Le panneau représenté signale qu'il ne manquent que 4 kilomètres de la sortie pour Piacenza,"Das abgebildete Verkehrszeichen weist darauf hin, dass bis zur Ausfahrtmautstelle bei Piacenza noch 4 Kilometer zurückzulegen sind",it_IT_01272_12987.mp3,fr_FR_01272_12987.mp3,de_DE_01272_12987.mp3
3048,8,9,7,12,8.14,7,Il segnale raffigurato indica che mancano 54 chilometri dallo svincolo d’uscita per Piacenza,F,206,,Le panneau représenté signale qu'il ne manquent que 54 kilomètres de la prochaine sortie pour Piacenza,"Das abgebildete Verkehrszeichen weist darauf hin, dass bis zur Abzweigung nach Piacenza noch 54 Kilometer zurückzulegen sind",it_IT_01272_12989.mp3,fr_FR_01272_12989.mp3,de_DE_01272_12989.mp3
3049,8,9,8,12,8.14,8,Il segnale raffigurato indica che si sta percorrendo l'autostrada n. 54,F,206,,Le panneau représenté signale que nous sommes en train de parcourir l'autoroute n. 54,"Das abgebildete Verkehrszeichen weist darauf hin, dass man die Autobahn Nr. 54 befährt",it_IT_01272_12990.mp3,fr_FR_01272_12990.mp3,de_DE_01272_12990.mp3
3050,8,9,9,12,8.14,9,Il segnale raffigurato indica a sinistra la velocità consigliata,F,206,,"Le panneau représenté signale, sur la gauche, la vitesse conseillée",Das abgebildete Verkehrszeichen zeigt links die empfohlene Geschwindigkeit an,it_IT_01272_12991.mp3,fr_FR_01272_12991.mp3,de_DE_01272_12991.mp3
3051,8,9,10,12,8.14,10,Il segnale raffigurato indica che sono stati già percorsi 4 chilometri da Piacenza,F,206,,Le panneau représenté signale qu'on a déjà parcouru 4 kilomètres depuis Piacenza,"Das abgebildete Verkehrszeichen weist darauf hin, dass bereits 4 Kilometer ab Piacenza zurückgelegt worden sind",it_IT_01272_12992.mp3,fr_FR_01272_12992.mp3,de_DE_01272_12992.mp3
3052,8,9,11,12,8.14,11,Il segnale raffigurato indica l’inizio di un centro abitato,F,206,,Le panneau représenté signale le début d'une agglomération,Das abgebildete Verkehrszeichen zeigt den Anfang einer geschlossenen Ortschaft an,it_IT_01272_12993.mp3,fr_FR_01272_12993.mp3,de_DE_01272_12993.mp3
3053,8,24,1,12,8.15,1,Il segnale raffigurato si trova sulle strade extraurbane principali,V,182,,Le panneau représenté est placé sur des routes principales hors d'agglomération,Das abgebildete Verkehrszeichen steht an erstrangigen Freilandstraßen,it_IT_01287_13142.mp3,fr_FR_01287_13142.mp3,de_DE_01287_13142.mp3
3054,8,24,3,12,8.15,2,Il segnale raffigurato riporta i nomi delle località raggiungibili uscendo dalla strada extraurbana principale,V,182,,Le panneau représenté indique le nom des localités qu'on peut rejoindre en sortant de la route principale hors d'agglomération,Das abgebildete Verkehrszeichen gibt die Namen der beim Verlassen der erstrangigen Freilandstraße erreichbaren Ortschaften an,it_IT_01287_13144.mp3,fr_FR_01287_13144.mp3,de_DE_01287_13144.mp3
3055,8,24,5,12,8.15,3,Il segnale raffigurato indica la distanza che c’è tra il segnale e il prossimo svincolo d’uscita,V,182,,Le panneau représenté signale la distance qu'il y a entre le panneau et le prochain raccord de sortie,Das abgebildete Verkehrszeichen zeigt die Entfernung zwischen dem Zeichen und der nächsten Ausfahrt an,it_IT_01287_13146.mp3,fr_FR_01287_13146.mp3,de_DE_01287_13146.mp3
3056,8,24,2,12,8.15,4,Il segnale raffigurato indica che lo svincolo di uscita per Frosinone è a 500 metri,V,182,,Le panneau représenté signale que le raccord de sortie pour Frosinone est à 500 mètres,"Das abgebildete Verkehrszeichen weist darauf hin, dass die nächste Ausfahrt nach Frosinone 500 Meter entfernt ist",it_IT_01287_13143.mp3,fr_FR_01287_13143.mp3,de_DE_01287_13143.mp3
3057,8,24,4,12,8.15,5,"Il segnale raffigurato indica, con la scritta su fondo marrone, le località turistiche",V,182,,"Le panneau représenté signale, si inscrit sur fond marron, les localités touristiques",Das abgebildete Verkehrszeichen zeigt auf braunem Hintergrund die Fremdenverkehrsorte an,it_IT_01287_13145.mp3,fr_FR_01287_13145.mp3,de_DE_01287_13145.mp3
3058,8,24,6,12,8.15,6,Il segnale raffigurato si trova uscendo dal comune di Frosinone,F,182,,Le panneau représenté se trouve à la sortie de la ville de Frosinone,Das abgebildete Verkehrszeichen steht bei der Ausfahrt aus der Gemeinde Frosinone,it_IT_01287_13147.mp3,fr_FR_01287_13147.mp3,de_DE_01287_13147.mp3
3059,8,24,7,12,8.15,7,Il segnale raffigurato indica che a 500 metri si arriva al comune di Frosinone,F,182,,Le panneau représenté signale que dans 500 mètres on arrive à Frosinone,"Das abgebildete Verkehrszeichen weist darauf hin, dass man nach 500 Metern in die Gemeinde Frosinone gelangt",it_IT_01287_13148.mp3,fr_FR_01287_13148.mp3,de_DE_01287_13148.mp3
3060,8,24,8,12,8.15,8,Il segnale raffigurato indica che tutte le località riportate nel cartello sono distanti 500 metri,F,182,,Le panneau représenté signale que toutes les localités indiquées sur le panneau se trouvent à 500 mètres,"Das abgebildete Verkehrszeichen weist darauf hin, dass alle auf dem Schild angeführten Ortschaften 500 Meter entfernt sind",it_IT_01287_13149.mp3,fr_FR_01287_13149.mp3,de_DE_01287_13149.mp3
3061,8,24,9,12,8.15,9,Il segnale raffigurato indica che la strada non è più percorribile e che l’ultima uscita è quella di Frosinone,F,182,,Le panneau représenté signale que la route n'est plus praticable et que la dernière sortie est celle de Frosinone,"Das abgebildete Verkehrszeichen weist darauf hin, dass die Straße nicht mehr befahrbar ist und dass die letzte Ausfahrt nach Frosinone führt",it_IT_01287_13150.mp3,fr_FR_01287_13150.mp3,de_DE_01287_13150.mp3
3062,8,24,10,12,8.15,10,Il segnale raffigurato indica l’inizio di un centro abitato,F,182,,Le panneau représenté signale le début d'une agglomération,Das abgebildete Verkehrszeichen zeigt den Anfang einer geschlossenen Ortschaft an,it_IT_01287_13151.mp3,fr_FR_01287_13151.mp3,de_DE_01287_13151.mp3
3063,8,33,1,12,8.16,1,Il segnale raffigurato indica l'inizio di un centro abitato,V,207,,Le panneau représenté signale le début d'une agglomération,Das abgebildete Verkehrszeichen zeigt den Anfang einer geschlossenen Ortschaft an,it_IT_01296_13231.mp3,fr_FR_01296_13231.mp3,de_DE_01296_13231.mp3
3064,8,33,2,12,8.16,2,Il segnale raffigurato identifica la località raggiunta,V,207,,Le panneau représenté identifie la localité où l'on vient d'arriver,Das abgebildete Verkehrszeichen zeigt die erreichte Ortschaft an,it_IT_01296_13232.mp3,fr_FR_01296_13232.mp3,de_DE_01296_13232.mp3
3065,8,33,3,12,8.16,3,"Il segnale raffigurato è posto all'inizio del centro abitato, su tutte le strade d'ingresso alla località indicata",V,207,,"Le panneau représenté se trouve au début d'une agglomération, sur toutes les routes d'accès vers la localité indiquée",Das abgebildete Verkehrszeichen steht am Anfang der geschlossenen Ortschaft an allen Zufahrtsstraßen zur angegebenen Ortschaft,it_IT_01296_13233.mp3,fr_FR_01296_13233.mp3,de_DE_01296_13233.mp3
3066,8,33,4,12,8.16,4,Il segnale raffigurato se barrato da una striscia rossa indica la fine del centro abitato,V,207,,"Le panneau représenté, si barré par une ligne rouge, signale la fin de l'agglomération","Das abgebildete Verkehrszeichen zeigt, wenn es mit einem roten Querbalken durchgestrichen ist, das Ende der geschlossenen Ortschaft an",it_IT_01296_13234.mp3,fr_FR_01296_13234.mp3,de_DE_01296_13234.mp3
3067,8,33,5,12,8.16,5,Il segnale raffigurato indica una località turistica,F,207,,Le panneau représenté signale une localité touristique,Das abgebildete Verkehrszeichen zeigt einen Fremdenverkehrsort an,it_IT_01296_13235.mp3,fr_FR_01296_13235.mp3,de_DE_01296_13235.mp3
3068,8,33,6,12,8.16,6,Il segnale raffigurato è posto per indicare la fine di una provincia,F,207,,Le panneau représenté signale la fin d'une province,Das abgebildete Verkehrszeichen zeigt eine Provinzgrenze an,it_IT_01296_13236.mp3,fr_FR_01296_13236.mp3,de_DE_01296_13236.mp3
3069,8,33,7,12,8.16,7,Il segnale raffigurato indica la direzione da seguire per raggiungere Taranto,F,207,,Le panneau représenté signale la direction à suivre pour rejoindre Taranto,"Das abgebildete Verkehrszeichen zeigt die Richtung an, der man folgen muss, um nach Taranto zu gelangen",it_IT_01296_13237.mp3,fr_FR_01296_13237.mp3,de_DE_01296_13237.mp3
3070,8,33,8,12,8.16,8,Il segnale raffigurato identifica un viadotto,F,207,,Le panneau représenté identifie un viaduc,Das abgebildete Verkehrszeichen kennzeichnet einen Viadukt,it_IT_01296_13238.mp3,fr_FR_01296_13238.mp3,de_DE_01296_13238.mp3
3071,8,25,1,12,8.17,1,Il segnale raffigurato indica la fine del centro abitato,V,183,,Le panneau représenté signale la fin d'une agglomération,Das abgebildete Verkehrszeichen zeigt das Ende einer geschlossenen Ortschaft an,it_IT_01288_13152.mp3,fr_FR_01288_13152.mp3,de_DE_01288_13152.mp3
3072,8,25,3,12,8.17,2,Il segnale raffigurato indica la fine del centro abitato e le località successive,V,183,,Le panneau représenté signale la fin de l'agglomération et les localités suivantes,Das abgebildete Verkehrszeichen zeigt das Ende der geschlossenen Ortschaft und die auf diese folgenden Ortschaften an,it_IT_01288_13154.mp3,fr_FR_01288_13154.mp3,de_DE_01288_13154.mp3
3073,8,25,4,12,8.17,3,"Il segnale raffigurato nel pannello blu indica, per ogni località, la rispettiva distanza chilometrica",V,183,,"L'indication représentée sur le panneau bleu signale, pour chaque localité, la distance kilométrique respective",Das abgebildete Verkehrszeichen auf der blauen Tafel zeigt für jede Ortschaft die Entfernung in Kilometern an,it_IT_01288_13155.mp3,fr_FR_01288_13155.mp3,de_DE_01288_13155.mp3
3074,8,25,2,12,8.17,4,Il segnale raffigurato nella prima riga in alto del pannello blu indica il prossimo centro abitato,V,183,,L'indication représentée sur la première ligne en haut du panneau bleu signale la prochaine agglomération,Das abgebildete Verkehrszeichen zeigt in der obersten Zeile der blauen Tafel die nächste geschlossene Ortschaft an,it_IT_01288_13153.mp3,fr_FR_01288_13153.mp3,de_DE_01288_13153.mp3
3075,8,25,5,12,8.17,5,Il segnale raffigurato indica che per Napoli mancano 190 chilometri,V,183,,Le panneau représenté signale qu'il ne manque que 190 kilomètres de Napoli,"Das abgebildete Verkehrszeichen weist darauf hin, dass bis Neapel noch 190 Kilometer zurückzulegen sind",it_IT_01288_13156.mp3,fr_FR_01288_13156.mp3,de_DE_01288_13156.mp3
3076,8,25,6,12,8.17,6,Il segnale raffigurato indica che per S. Cesareo mancano 7 chilometri,V,183,,Le panneau représenté signale qu'il ne manque que 7 kilomètres à S. Cesareo,"Das abgebildete Verkehrszeichen weist darauf hin, dass bis S. Cesareo noch 7 Kilometer zurückzulegen sind",it_IT_01288_13157.mp3,fr_FR_01288_13157.mp3,de_DE_01288_13157.mp3
3077,8,25,7,12,8.17,7,Il segnale raffigurato indica l'inizio di un tratto di strada in salita per raggiungere Montecompatri,F,183,,Le panneau représenté signale le début d'un tronçon de route en montée pour rejoindre Montecompatri,Das abgebildete Verkehrszeichen zeigt den Anfang eines ansteigenden Straßenabschnittes nach Montecompatri an,it_IT_01288_13158.mp3,fr_FR_01288_13158.mp3,de_DE_01288_13158.mp3
3078,8,25,8,12,8.17,8,Il segnale raffigurato indica che non è possibile raggiungere Montecompatri,F,183,,Le panneau représenté signale qu'on ne peut pas rejoindre Montecompatri,"Das abgebildete Verkehrszeichen weist darauf hin, dass es nicht möglich ist, nach Montecompatri zu gelangen",it_IT_01288_13159.mp3,fr_FR_01288_13159.mp3,de_DE_01288_13159.mp3
3079,8,25,9,12,8.17,9,Il segnale raffigurato indica che per raggiungere Napoli bisogna percorrere la strada statale n. 190,F,183,,Le panneau représenté signale que pour rejoindre Napoli il faut parcourir la route nationale n. 190,"Das abgebildete Verkehrszeichen weist darauf hin, dass man über die Staatsstraße Nr. 190 nach Neapel gelangt",it_IT_01288_13160.mp3,fr_FR_01288_13160.mp3,de_DE_01288_13160.mp3
3080,8,25,10,12,8.17,10,Il segnale raffigurato indica una strada chiusa al traffico,F,183,,Le panneau représenté signale une route fermée à la circulation,Das abgebildete Verkehrszeichen zeigt eine für den Verkehr gesperrte Straße an,it_IT_01288_13161.mp3,fr_FR_01288_13161.mp3,de_DE_01288_13161.mp3
3081,8,25,11,12,8.17,11,Il segnale raffigurato si trova su strade extraurbane principali,F,183,,Le panneau représenté est placé sur des routes principales hors d'agglomération,Das abgebildete Verkehrszeichen steht an erstrangigen Freilandstraßen,it_IT_01288_13162.mp3,fr_FR_01288_13162.mp3,de_DE_01288_13162.mp3
3082,8,25,12,12,8.17,12,Il segnale raffigurato indica l’inizio del centro abitato,F,183,,Le panneau représenté signale le début d'une agglomération,Das abgebildete Verkehrszeichen zeigt den Anfang der geschlossenen Ortschaft an,it_IT_01288_13163.mp3,fr_FR_01288_13163.mp3,de_DE_01288_13163.mp3
3083,8,34,1,12,8.18,1,Il segnale raffigurato indica l'ingresso di un pronto soccorso medico,V,210,,Le panneau représenté signale l'accès à un poste de premier secours médical,Das abgebildete Verkehrszeichen zeigt den Eingang zu einer Erste-Hilfe-Stelle an,it_IT_01297_13239.mp3,fr_FR_01297_13239.mp3,de_DE_01297_13239.mp3
3084,8,34,2,12,8.18,2,Il segnale raffigurato indica la direzione per entrare nel pronto soccorso,V,210,,Le panneau représenté signale la direction pour entrer au premier secours,Das abgebildete Verkehrszeichen zeigt die Richtung zu einer Erste-Hilfe-Stelle an,it_IT_01297_13240.mp3,fr_FR_01297_13240.mp3,de_DE_01297_13240.mp3
3085,8,34,3,12,8.18,3,Il segnale raffigurato è posto in corrispondenza di un pronto soccorso,V,210,,Le panneau représenté se trouve en proximité d'un premier secours,Das abgebildete Verkehrszeichen steht bei einer Erste-Hilfe-Stelle,it_IT_01297_13241.mp3,fr_FR_01297_13241.mp3,de_DE_01297_13241.mp3
3086,8,34,4,12,8.18,4,Il segnale raffigurato indica un posto di confine con la Svizzera,F,210,,Le panneau représenté signale un poste de frontière avec la Suisse,Das abgebildete Verkehrszeichen zeigt einen Grenzposten zur Schweiz an,it_IT_01297_13242.mp3,fr_FR_01297_13242.mp3,de_DE_01297_13242.mp3
3087,8,34,5,12,8.18,5,Il segnale raffigurato indica una farmacia,F,210,,Le panneau représenté signale une pharmacie,Das abgebildete Verkehrszeichen zeigt eine Apotheke an,it_IT_01297_13243.mp3,fr_FR_01297_13243.mp3,de_DE_01297_13243.mp3
3088,8,34,6,12,8.18,6,Il segnale raffigurato indica la strada da seguire per raggiungere il cimitero,F,210,,Le panneau représenté signale la route à suivre pour arriver au cimetière,"Das abgebildete Verkehrszeichen zeigt an, auf welcher Strecke man den Friedhof erreicht",it_IT_01297_13244.mp3,fr_FR_01297_13244.mp3,de_DE_01297_13244.mp3
3089,8,34,7,12,8.18,7,Il segnale raffigurato preavvisa un incrocio a quattro strade,F,210,,Le panneau représenté annonce un croisement à quatre routes,Das abgebildete Verkehrszeichen weist auf eine Kreuzung mit vier Straßen an,it_IT_01297_13245.mp3,fr_FR_01297_13245.mp3,de_DE_01297_13245.mp3
3090,8,34,8,12,8.18,8,Il segnale raffigurato indica un parcheggio riservato ai medici,F,210,,Le panneau représenté signale un parking réservé aux docteurs,Das abgebildete Verkehrszeichen zeigt einen den Ärzten vorbehaltenen Parkplatz an,it_IT_01297_13246.mp3,fr_FR_01297_13246.mp3,de_DE_01297_13246.mp3
3091,8,21,1,12,8.19,1,Il segnale raffigurato indica l'ingresso di un ospedale,V,214,,Le panneau représenté signale l'accès dans un hôpital,Das abgebildete Verkehrszeichen zeigt den Eingang eines Krankenhauses an,it_IT_01284_13113.mp3,fr_FR_01284_13113.mp3,de_DE_01284_13113.mp3
3092,8,21,3,12,8.19,2,Il segnale raffigurato indica la direzione per entrare nell'ospedale,V,214,,Le panneau représenté signale la direction pour entrer dans l'hôpital,"Das abgebildete Verkehrszeichen zeigt die Richtung an, um ins Krankenhaus zu gelangen",it_IT_01284_13115.mp3,fr_FR_01284_13115.mp3,de_DE_01284_13115.mp3
3093,8,21,4,12,8.19,3,Il segnale raffigurato è posto in corrispondenza di un ospedale,V,214,,Le panneau représenté se trouve à l'emplacement d'un hôpital,Das abgebildete Verkehrszeichen steht an einem Krankenhaus,it_IT_01284_13116.mp3,fr_FR_01284_13116.mp3,de_DE_01284_13116.mp3
3094,8,21,2,12,8.19,4,"Il segnale raffigurato, che indica la vicinanza di un ospedale, invita a non fare rumori molesti nelle sue vicinanze",V,214,,"Le panneau représenté, qui signale qu'on est en proximité d'un hôpital, invite à ne pas faire de bruit","Das abgebildete Verkehrszeichen, welches auf die Nähe eines Krankenhauses hinweist, fordert auf, keinen störenden Lärm zu verursachen",it_IT_01284_13114.mp3,fr_FR_01284_13114.mp3,de_DE_01284_13114.mp3
